issueKey;title;resolution;status;assignee;createdDateEpoch;resolvedDateEpoch;type;attachments;brokenBy;description;comments;
BCEL-94;[BCEL-94] @since tag incorrect for Annotation classes in BCEL trunk;Fixed;Closed;Apache Commons Developers;1170807045000;1171931675000;Bug;[];[];[The BCEL trunk includes a number of new Annotation classes that were not in the BCEL 5.2 release. For example: http://svn.apache.org/repos/asf/jakarta/bcel/trunk/src/main/java/org/apache/bcel/classfile/ Annotations.java http://svn.apache.org/repos/asf/jakarta/bcel/trunk/src/main/java/org/apache/bcel/classfile/ AnnotationDefault.java http://svn.apache.org/repos/asf/jakarta/bcel/trunk/src/main/java/org/apache/bcel/classfile/ AnnotationElementValue.java etc. etc. Note that the @since JavaDoc for these classes is "5.2". This is incorrect because the classes were not available in version 5.2.];[thanks for the catch. applied to head];
BCEL-95;[BCEL-95] InstructionFactory missing % operator for Float, Double;Fixed;Closed;Apache Commons Developers;1171623180000;1171931382000;Bug;[];[];[The createBinary(Float|Double)Op functions of InstructionFactory are missing the % operator, even though it's valid and has a constant in both cases. Fix is easy: 350a351,352 > case '%': > return FREM. 366a369,370 > case '%': > return DREM.];[Thanks for the fix. Applied to head];
BCEL-96;[BCEL-96] Fields in Annotations and AnnotationEntry are inaccessible to subclasses;Fixed;Closed;Apache Commons Developers;1171932480000;1263122777000;Bug;[protected-fields.patch];[];[I am using the new annotation support in the BCEL trunk to write a utility for processing custom annotations. This required extending the Annotations and AnnotationEntry classes, and the subclasses I created needed to access the fields in the superclasses. Unfortunately, this wasn't possible because these fields have private access. They should instead have protected access.];[Attachment protected-fields.patch has been added with description: Simple patch that makes the private fields protected Just as a general note, protected fields should be used with caution as they have significant implications for binary compatibility. once added they become part of the "public api" of the class and cannot be changed without potentially breaking existing code. Where possible, protected accessor methods are better than allowing direct access to protected fields. Note, however, that I haven't reviewed this patch to determine what the best solution is for this particular case. I think accessor methods might also work in my case, but I would prefer protected members (possibly in addition to accessors) because it offers the most flexibility and control. And yes, field access rights raise compatibility issues, which is why I hope this bug can be resolved before the annotation support in BCEL migrates from the trunk to an official release. In any case, something must be changed, otherwise it will be impossible for users to extend BCEL's annotation support. Could you elaborate why you have to extend them? I need to extend them in order to tell BCEL how to process non-standard annotations. Currently BCEL is hard-coded for the existing annotation names: RuntimeInvisibleAnnotations, RuntimeInvisibleAnnotations, RuntimeInvisibleParameterAnnotations, and RuntimeVisibleParameterAnnotations. However, with the JSR-308 proposal, new annotation names are likely on the way: RuntimeInvisibleTypeAnnotations/RuntimeVisibleTypeAnnotations and (possibly) RuntimeInvisibleStatementAnnotations/RuntimeVisibleStatementAnnotations. Now, I'd like to use BCEL to parse and display these new annotation types. In fact, I've already written such a utility here: http://volta.svn.sourceforge.net/viewvc/volta/util/dump-annotations/ However, the utility can't work with the current BCEL trunk because the Annotations and AnnotationEntry classes have private inaccessible fields. This makes extending those classes in any meaningful way impossible. But if I simply modify BCEL so that those fields are exposed to subclasses, then my utility works perfectly. So, is this patch acceptable for inclusion in the trunk, or does it need more work? Should I rewrite it to use accessor methods instead of protected fields? Can someone please review this patch? It's a very simple fix. If you like, I can submit another one that uses accessor methods instead of protected fields. I found another example of why this bug needs to be fixed: http://forum.java.sun.com/thread.jspa?threadID=775449 Note that Mathias has created two entirely new types of annotations (RuntimeVisibleLocalVariableAnnotations and RuntimeInvisibleLocalVariableAnnotations). Naturally, one might want to use BCEL to read these annotations from a class file, but that's currently impossible. Unless this bug is fixed, BCEL is effectively hard-coded for the standard annotation names. public int getTypeIndex() { return type_index. } public ConstantPool getConstantPool() { return constant_pool. } public boolean isRuntimeVisible() { return isRuntimeVisible. } Expose the variables now. In Annotations they are already available and you can even set the annotation table. Should fix your problems. Please re-open if that's not enough.];
BCEL-97;[BCEL-97] Add support for getResources to ClassPath;Fixed;Closed;Apache Commons Developers;1172580263000;1173511306000;Bug;[getResources.patch];[];[About a year ago we sent a patch that adds getResource and getResourceAsStream to ClassPath. Our custom classloader application now fails when running code that makes use ClassLoader.getResources, so we need corresponding support in BCEL ClassPath. I will attach a patch soon.];[Attachment getResources.patch has been added with description: Add getResources to ClassPath Applied!];
BCEL-98;[BCEL-98] Two source files in repository are empty;Fixed;Closed;Apache Commons Developers;1172885690000;1173511182000;Bug;[];[];[Two source files in the BCEL repository are zero-length: http://svn.apache.org/repos/asf/jakarta/bcel/trunk/src/main/java/org/apache/bcel/generic/ AnnotationGen.java http://svn.apache.org/repos/asf/jakarta/bcel/trunk/src/main/java/org/apache/bcel/generic/ ElementNameValuePairGen.java These files should contain some source code or they should be removed.];[Thanks for the heads up];
BCEL-99;[BCEL-99] Maven POM file calls in apache regex but code does not use it;Fixed;Closed;Apache Commons Developers;1173365746000;1173509297000;Bug;[];[];[Seems the code was modernized to use java.util.regex but the Maven POM file was not updated at the time. A simple SVN patch is here: Index: /home/ian/workspace/bcel/pom.xml =================================================================== — /home/ian/workspace/bcel/pom.xml (revision 516101) +++ /home/ian/workspace/bcel/pom.xml (working copy) @@ -170,11 +170,6 @@ <dependencies> <dependency> <groupId>jakarta-regexp</groupId> <artifactId>jakarta-regexp</artifactId> <version>1.4</version> </dependency> <dependency> <groupId>junit</groupId> <artifactId>junit</artifactId> <version>3.8.1</version> Given that the only external dependency is now junit3.8 which everybody has a copy of, one could switch from Maven to Ant and avoid the dependency on Maven, but that's rather a different story];[Err, whomever commits that should also commit this repair of the relevant comment in o.a.b.util.InstructionFinder: Index: /home/ian/workspace/bcel/src/main/java/org/apache/bcel/util/InstructionFinder.java =================================================================== — /home/ian/workspace/bcel/src/main/java/org/apache/bcel/util/InstructionFinder.java (revision 516101) +++ /home/ian/workspace/bcel/src/main/java/org/apache/bcel/util/InstructionFinder.java (working copy) @@ -1,7 +1,7 @@ /* Copyright 2000-2004 The Apache Software Foundation * * Licensed under the Apache License, Version 2.0 (the "License"). + * Licensed under the Apache License, Version 2.0 (the "License"). you may not use this file except in compliance with the License. You may obtain a copy of the License at * @@ -11,7 +11,7 @@ distributed under the License is distributed on an "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied. See the License for the specific language governing permissions and * limitations under the License. + * limitations under the License. * */ package org.apache.bcel.util. @@ -36,19 +36,19 @@ expressions. This can be used, e.g., in order to implement a peep hole optimizer that looks for code patterns and replaces them with faster equivalents. * + * <p> * This class internally uses the <a href="http://jakarta.apache.org/regexp/"> * Regexp</a> package to search for regular expressions. * + * This class internally uses the java.util.regex + * package to search for regular expressions. + * A typical application would look like this: * + * <pre> * * + * + * InstructionFinder f = new InstructionFinder(il). String pat = "IfInstruction ICONST_0 GOTO ICONST_1 NOP (IFEQ|IFNE)". * + * for(Iterator i = f.search(pat, constraint). i.hasNext(). ) { InstructionHandle[] match = (InstructionHandle[])i.next(). ... Thanks, applied. Please next time attach the patches.];
BCEL-100;[BCEL-100] ClassParser throws unintelligible Exception;Fixed;Closed;Apache Commons Developers;1173366396000;1173509515000;Bug;[];[];[o.a.b.classfile.ClassParser throws two exceptions. One has the file_name variable included but the one that only comes up when you have a corrupted class file does not. When you have thousands and thousands of classes (counting all the classes in dependent jars) in a large project, this can make it very difficult to find the problem! One could in theory argue that the application using BCEL should report this, but the canonical example of a file-related problem is FileNotFoundException which does include the filename, for the same reason as I suggest the exception thrown by ClassParser does. E.g., create new FileReader("/nosuchfile") and you get: Exception in thread "main" java.io.FileNotFoundException: /nosuchfile (No such file or directory) A simple SVN patch against r516101 follows (bigger than it needs to be due to Eclipse's auto-remove-excess-whitespace mode): Index: /home/ian/workspace/bcel/src/main/java/org/apache/bcel/classfile/ClassParser.java =================================================================== — /home/ian/workspace/bcel/src/main/java/org/apache/bcel/classfile/ClassParser.java (revision 516101) +++ /home/ian/workspace/bcel/src/main/java/org/apache/bcel/classfile/ClassParser.java (working copy) @@ -38,7 +38,7 @@ further details about the structure of a bytecode file. * @version $Id$ * @author <A HREF="mailto:m.dahm@gmx.de">M. Dahm</A> + * @author <A HREF="mailto:m.dahm@gmx.de">M. Dahm</A> */ public final class ClassParser { @@ -206,7 +206,8 @@ } if (((access_flags & Constants.ACC_ABSTRACT) != 0) && ((access_flags & Constants.ACC_FINAL) != 0)) { - throw new ClassFormatException("Class can't be both final and abstract"). + throw new ClassFormatException( + "Class " + file_name + " can't be both final and abstract"). } class_name_index = file.readUnsignedShort(). superclass_name_index = file.readUnsignedShort().];[Thanks, applied. Please attach the diff next time.];
BCEL-101;[BCEL-101] verifier raises ....AssertionViolatedException when done against Java5 files with generics/annotations;Fixed;Closed;Apache Commons Developers;1175082491000;1175414141000;Bug;[bcel-patch-verifier.txt];[];[Running the verifier against the class: package org.jpox.samples.jpa.company. import java.util.Collection. import java.util.HashSet. import javax.persistence.Entity. import javax.persistence.Id. @Entity public class GenericsPerson { public String id. Collection<Person> persons = new HashSet<Person>(). @Id public String getId() { return id. } public void setId(String id) { this.id = id. } public void setPersons(Collection<Person> perss) { this.persons = perss. } public Collection<Person> getPersons() { return persons. } } Gives this error output: JustIce by Enver Haase, (C) 2001-2002. <http://bcel.sourceforge.net> <http://jakarta.apache.org/bcel> Now verifying: org.jpox.samples.jpa.company.GenericsPerson Pass 1: VERIFIED_OK Passed verification. Exception in thread "main" org.apache.bcel.verifier.exc.AssertionViolatedException: INTERNAL ERROR: Please adapt 'class org.apache.bcel.verifier.statics.StringRepresentation' to deal with objects of class 'class org.apache.bcel.classfile.RuntimeVisibleAnnotations'. at org.apache.bcel.verifier.statics.StringRepresentation.toString(StringRepresentation.java:98) at org.apache.bcel.verifier.statics.Pass2Verifier.tostring(Pass2Verifier.java:1442) at org.apache.bcel.verifier.statics.Pass2Verifier.access$0(Pass2Verifier.java:1441) at org.apache.bcel.verifier.statics.Pass2Verifier$CPESSC_Visitor.visitJavaClass(Pass2Verifier.java:387) at org.apache.bcel.classfile.JavaClass.accept(JavaClass.java:213) at org.apache.bcel.classfile.DescendingVisitor.visitJavaClass(DescendingVisitor.java:94) at org.apache.bcel.classfile.JavaClass.accept(JavaClass.java:213) at org.apache.bcel.classfile.DescendingVisitor.visit(DescendingVisitor.java:88) at org.apache.bcel.verifier.statics.Pass2Verifier$CPESSC_Visitor.<init>(Pass2Verifier.java:357) at org.apache.bcel.verifier.statics.Pass2Verifier$CPESSC_Visitor.<init>(Pass2Verifier.java:337) at org.apache.bcel.verifier.statics.Pass2Verifier.constant_pool_entries_satisfy_static_constraints(Pass2Verifier.java:298) at org.apache.bcel.verifier.statics.Pass2Verifier.do_verify(Pass2Verifier.java:159) at org.apache.bcel.verifier.PassVerifier.verify(PassVerifier.java:71) at org.apache.bcel.verifier.Verifier.doPass2(Verifier.java:75) at org.apache.bcel.verifier.Verifier.main(Verifier.java:217)];[Attachment bcel-patch-verifier.txt has been added with description: add visitAnnotation and visitLocalVariableTypeTable to StringRepresentation Thanks! Applied!];
BCEL-102;[BCEL-102] Verifier fails in pass 2 with "Number of LocalVariableTable attributes of Code attribute" on static methods.;Fixed;Closed;Apache Commons Developers;1175440290000;1175856280000;Bug;[bcel-verifier-patch.txt];[];[Result Pass 2: Number of LocalVariableTable attributes of Code attribute '<CODE>' (method 'public static String getSS9()') exceeds number of local variable slots '0' ('There may be no more than one LocalVariableTable attribute per local variable in the Code attribute.'). Test code: public class Test { String ss4. static String ss6. static String ss9. public String getSS() { return getSS1(). } public String getSS1() { return (String)getSS2(). } public Object getSS2() { return getSS3(). } public String getSS3() { return "". } public String getSS4() { return ss4. } public String getSS5() { String ss5 = "". return ss5. } public String getSS6() { return ss6. } public Test getSS7() { return this. } public int getSS8() { return 1. } public static String getSS9() { if( true ) { return ss6. } return ss9. } public String[] getSS10() { String[] ss10 = new String[1]. ss10[0] = "". return ss10. } }];[Attachment bcel-verifier-patch.txt has been added with description: patch that ignores "There may be no more than one LocalVariableTable attribute per local variable in the Code attribute" on static methods Thanks! Applied!];
BCEL-103;[BCEL-103] RPM package spec incorrect - won't install properly under anaconda;Invalid;Resolved;Apache Commons Developers;1176919755000;1176920626000;Bug;[];[];[The package spec for bcel does not properly specify an installation prerequisite, which is necessary for its %pre script to run. The package's %pre script requires the "rm" utility which is part of coreutils. The pacakge should have: Requires(pre): coreutils (the Prereq: directive is deprecated and does not function as it used to)];[];
BCEL-105;[BCEL-105] Thread safety + unbuffered writes;Won't Fix;Resolved;Apache Commons Developers;1180547758000;1439504007000;Bug;[bcel.patch.txt];[];[Here's a patch for 5.2 to fix all apparent remaining thread safety issues in BCEL plus a case where unbuffered writes were being done. The thread safety changes use thread locals in the spirit of an earlier partial patch. These changes have been used to eliminate the need to synchronize around BCEL while testing real-world applications using Xalan XSLTC on our platform. Ken McNeil Software Engineer Azul Systems, Inc.];[Attachment bcel.patch.txt has been added with description: Patch Unfortunately the patch does not apply successfully on BCEL trunk. Just got back to this patch. BCEL is never meant to be theadsafe. What am I missing? BCEL is not intended to be thread-safe];
BCEL-107;[BCEL-107] ParameterAnnotationEntries are read not dumped;Fixed;Closed;Apache Commons Developers;1181785336000;1263128809000;Bug;[];[];[Bytecode for methods which contain an Attribute of type RuntimeInvisibleParameterAnnotations or RuntimeVisibleParameterAnnotations is not valid when dumped by BCEL. The Attribute itself seems to be written, but the AnnotationEntries contained in there are not. A test case for this issue would be this class: public class Foo() { public int bar(@javax.jws.WebParam int input) { return input. } Our current solution is to override the dump-Method in org.apache.bcel.classfile.ParameterAnnotations public final void dump(DataOutputStream dos) throws IOException { super.dump(dos). writeAnnotations(dos). } and org.apache.bcel.classfile.ParameterAnnotationEntry public final void dump(DataOutputStream dos) throws IOException { dos.writeShort(annotation_table_length). for (int i = 0. i < annotation_table_length. i++) { annotation_table[i].dump(dos). } }];[would you mind providing a patch against trunk? Fixed.];
BCEL-108;[BCEL-108] RuntimeVisible Annotations duplicated;Fixed;Closed;Apache Commons Developers;1183342447000;1201954538000;Bug;[];[];[Classes containing runtime visible annotations are invalid when processed by BCEL. Example use case: The class to be processed: @javax.persistence.Entity public class Item { } Here the code snippets we are using to process the class: ClassGen classGen = new ClassGen(javaClass). ... // perform changes ... JavaClass result = classGen.getJavaClass(). The result contains now two attributes "RuntimeVisibleAnnotation" which is invalid. Fix for the problem: org.apache.bcel.generic.ClassGen: On line 145 the list of attributes should not be filled with the annoation attributes, as they are appended later anyways. Original code: for (int i = 0. i < attributes.length. i++) { addAttribute(attributes[i]). } Correct code: for (int i = 0. i < attributes.length. i++) { if (!(attributes[i] instanceof Annotations)) { addAttribute(attributes[i]). } }];[];
BCEL-109;[BCEL-109] seregino11@gmail.com;Invalid;Closed;Apache Commons Developers;1186195915000;1186396136000;Bug;[];[];[];[];
BCEL-110;[BCEL-110] Problem with JAXB if the bcel classloader is used;Fixed;Closed;Apache Commons Developers;1186980993000;1666870405000;Bug;[];[];[When I try to run program with a JAXB code I got an exception if the bcel classloader is used. Exception in thread "main" java.lang.LinkageError: Class org/xml/sax/InputSource violates loader constraints at java.lang.ClassLoader.defineClass1(Native Method) at java.lang.ClassLoader.defineClass(Unknown Source) at java.lang.ClassLoader.defineClass(Unknown Source) at org.apache.bcel.util.ClassLoader.loadClass(ClassLoader.java:127) at java.lang.ClassLoader.loadClass(Unknown Source) at java.lang.ClassLoader.loadClassInternal(Unknown Source) at com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser.parse(Unknown Source) at advdebug.config.parser.impl.runtime.UnmarshallerImpl.unmarshal(UnmarshallerImpl.java:140) at javax.xml.bind.helpers.AbstractUnmarshallerImpl.unmarshal(AbstractUnmarshallerImpl.java:131) at javax.xml.bind.helpers.AbstractUnmarshallerImpl.unmarshal(AbstractUnmarshallerImpl.java:136) at javax.xml.bind.helpers.AbstractUnmarshallerImpl.unmarshal(AbstractUnmarshallerImpl.java:145) at javax.xml.bind.helpers.AbstractUnmarshallerImpl.unmarshal(AbstractUnmarshallerImpl.java:163) at test.Test.main(Test.java:47)];[Can you please provide some testcase or code snippet? The most likely cause for this is because the bcel Classloader does not follow the Java 2 classloader delegation pattern. Depending on the setup, it might use a SyntheticRepository to load the class from the classpath (which also includes the system classes, and org.xml.sax.InputSource is part of them) instead of using the bootstrap classloader to load system classes. Furthermore the bcel ClassLoader does not correctly call definePackage, so clazz.getPackage() might be null and cause problems in some cases. Given that this ClassLoader does not meet current standards, and that there are alternatives, I suggest we remove this class in 6.0 sebb@apache.org, what do you think? I would be happy with that. it will also allow removal of the deprecated method ConstantUtf8.setBytes(String bytes). Furthermore, it's very confusing that ClassLoader extends java.lang.ClassLoader! Fixed by removing the problematic class URL: http://svn.apache.org/r1695788 Log: BCEL-110 Problem with JAXB if the bcel classloader is used Remove the problematic class Removed: commons/proper/bcel/trunk/src/main/java/org/apache/commons/bcel6/util/ClassLoader.java Modified: commons/proper/bcel/trunk/src/changes/changes.xml URL: http://svn.apache.org/r1696127 Log: BCEL-110 Problem with JAXB if the bcel classloader is used. remove the broken ClassLoader class Modified: commons/proper/bcel/trunk/src/examples/ProxyCreator.java URL: http://svn.apache.org/r1696114 Log: BCEL-110 Problem with JAXB if the bcel classloader is used. remove the broken ClassLoader class Modified: commons/proper/bcel/trunk/src/changes/changes.xml commons/proper/bcel/trunk/src/main/java/org/apache/commons/bcel6/util/JavaWrapper.java];
BCEL-111;[BCEL-111] MethodGen.setMaxLocals() calculates too small max locals, which results in a ClassFormatError when loading the modified class;Unresolved;Open;Apache Commons Developers;1189585266000;0;Bug;[Reproducer.java];[];[Revision 574984 (trunk) When a local variable is added to a method, the max_locals are incremented in addLocalVariable (set to slot + size of type). However, when no other transformations are made, and setMaxLocals() is called, the bytecode is searched for the max variable index, and max_locals set to that index + size of that entry. The old max_locals which was set by adding the field is overwritten by this number. If the LocalVariableTable for that method exists, the Java VM won't load the class, because the max_locals determined by bcel is smaller than the max locals determined from the localvariabletable => ClassFormatException.];[Start the Reproducer with java -cp bcel.jar:. Reproducer - the example instrument the constructor of it's own class, adds a field, and tries to load the modified class. Attachment Reproducer.java has been added with description: Example how to reproduce the issue. It's a bug certainly, but because local variable is added to method without actually adding an statements in the method that use the variable, and the setMaxLocals only looks at opcodes. It should probably also look at the localvariable table if it exists, and use that. Actually javac doesn't add entries to the local variable table that you don't use, so perhaps the real fix is to strip unused local variables from the local variable table.];
BCEL-112;[BCEL-112] ARRAYLENGTH incorrectly not StackConsumer;Fixed;Closed;Apache Commons Developers;1189699386000;1201957803000;Bug;[];[];[According to the JVM Instruction Set, ARRAYLENGTH pops a value from the stack and pushes a value to the stack. In BCEL, it only implements StackProducer, so it creates an incorrectly high stack height. The Constants class already has the correct value for it, but since the instruction does not implement StackConsumer it is never used. The easiest solution is to change src\java\src\java\org\apache\bcel\generic\ARRAYLENGTH.java to implement StackConsumer. This will fix the bug. I didn't attach a patch for this because the change is so tiny.];[Thanks! Applied ...please cross check];
BCEL-113;[BCEL-113] AnnotationDefault needs a dump method;Fixed;Closed;Apache Commons Developers;1190992984000;1666870406000;Bug;[];[];[While using bcel to read in and then write out an annotation that has a default value without making any changes to it, I discovered that the resulting class did not contain the annotation default. The annotation looks something like this: @Target(ElementType.TYPE) @Retention(RetentionPolicy.RUNTIME) public @interface Foo { String name() default "". } The missing bytes caused a (very misleading) NoClassDefFoundError when I tried to load the new class. When I tried to decompile the new class, I got this error: ItemCollectionInvalidIndex: constants: requested 1280, limit 27 After comparing the original class with the new class in a hex editor, I determined that the bytes for the AnnotationDefault were missing. The problem is that the AnnotationDefault class does not have a dump method. I added a dump method and this fixed the problem. Here's a diff of the new method: $ svn diff Index: src/main/java/org/apache/bcel/classfile/AnnotationDefault.java =================================================================== — src/main/java/org/apache/bcel/classfile/AnnotationDefault.java (revision 573325) +++ src/main/java/org/apache/bcel/classfile/AnnotationDefault.java (working copy) @@ -18,6 +18,7 @@ import java.io.DataInputStream. import java.io.IOException. +import java.io.DataOutputStream. import org.apache.bcel.Constants. /** @@ -105,4 +106,10 @@ { throw new RuntimeException("Not implemented yet!"). } + + public final void dump(DataOutputStream dos) throws IOException + { + super.dump(dos). + default_value.dump(dos). + } }];[Thanks, applied to trunk];
BCEL-114;[BCEL-114] Error in method search() defined in org.apache.bcel.util.InstructionFinder;Fixed;Closed;Apache Commons Developers;1193704857000;1201954984000;Bug;[ErrorUseCase.rar];[];[While Peephole.java is a small program in the manual to remove “NOP” instructions in any class file, it uses the method search() defined in org.apache.bcel.util.InstructionFinder with string pattern ‘NOP+’ to locate the “NOP” instructions in the instructionList. After several tests, I found the search() method will always find one more instruction after the expected instructions, what’s more, it will raise a java.lang.ArrayIndexOutOfBoundsException if the expected instruction is at the end of the method. After reading the source-code of org.apache.bcel.util.InstructionFinder, I found there is something wrong when we calculate the length of the match[] array. In the codes of how to get the match[] array. The startExpr is the first index of the ”NOP” instruction, and the endExpr is the first index of the non-NOP instruction. So the real length of the match[] should be endExpr-startExpr. But we use endExpr-startExpr+1 as the length of the array. So instead of getting the expected match[] array, we’ll get an one-instruction-longer match[] in the instructionList incorrectly. As a result, I guess if the statement “int lenExpr = (endExpr - startExpr) + 1.” should be replaced by “int lenExpr =endExpr - startExpr.”.];[Attachment ErrorUseCase.rar has been added with description: Desribe of the Bug, and two example to show the bug Please verify];
BCEL-115;[BCEL-115] Deleting all instructions of a list shows wrong behaviour;Fixed;Closed;Apache Commons Developers;1194248240000;1194433011000;Bug;[];[];[Deleting all instructions (i.e. everything from start to end) in a list shows the following behaviour: The length of the list is not 0 afterwards. Only the handle of the first instruction is disposed. To fix the problem, apply the following patch: Index: InstructionList.java =================================================================== — InstructionList.java (revision 592025) +++ InstructionList.java (working copy) @@ -677,8 +677,9 @@ private void remove( InstructionHandle prev, InstructionHandle next ) throws TargetLostException { InstructionHandle first, last. // First and last deleted instruction if ((prev == null) && (next == null)) { // singleton list first = last = start. + if ((prev == null) && (next == null)) { + first = start. + last = end. start = end = null. } else { if (prev == null) { // At start of list];[Thanks, applied to trunk.];
BCEL-117;[BCEL-117] Problems with LVTT;Unresolved;Open;Apache Commons Developers;1197723586000;0;Bug;[];[];[The fix of 39695 was wrong . Local Variable Type Table does not appears in generated method . Additionally , Local Variable Table now contains only entries with generic types Even though the .class file is now in correct format and does not cause ClassFormatError , information is missing , meaning that it will be imposible to debug in some cases .];[Do you think you could provide a patch for it? Just committed a fix in that area. Would be great if you could re-test.];
BCEL-118;[BCEL-118] Type of 'this' on instantiation of MethodGen from existing Method;Unresolved;In Progress;Apache Commons Developers;1200043643000;0;Bug;[];[];[I have an issue when instantiating a MethodGen from an existing (non-static) method instance. I'm trying to copy a (non-static) method from one class to another class using BCEL. Specifically, I do: MethodGen newMethodGen = new MethodGen(originalMethod.getBCELMethod(), newClassGen.getClassName(), newClassGen.getConstantPool()). This works nicely except for one issue. the 'this' variable in the local variable table points to the entry in the CP representing the type of the originating class, and not the type of the class in which it is inserted in. I traced a bit in the BCEL code, and found that to start with during the instantiation process of the MethodGen class (in the constructor), the 'this' variable in the local variable table indeed points to the correct entry in the CP representing the type of the new class .. However, it appears that after the initial instantiation, the attributes of the provided originating method overrides the local variable table. Specifically, in the constructor (the lines 213-229) the local variable table is deleted, and instead the local variable table of the provided original method is copied over. From the documentation I cannot tell if this is by design, but it does appear to be a bit confusing. specifically, one can put a method into one class, but the 'this' variable points to another class. If this is by design, I would propose some exception throwing if the provided name of the class differs from class used in the local variable table. Now we're at it .. invoking setClassName() on a MethodGen instance does also not make any changes to the local variable table – again making it possible to have this inconsistency.];[];
BCEL-120;[BCEL-120] Make BCEL JAR OSGi compatible;Fixed;Closed;Apache Commons Developers;1202213905000;1202222642000;Bug;[bcelosgi.patch];[];[Adding some entries to the MANIFEST.MF file will allow BCEL to be refered transparently in OSGi environment];[Attachment bcelosgi.patch has been added with description: pom.xml and manifest.mf file I assume the plugin should have been listed in the build section - not the reporting section. Added. Thanks!];
BCEL-121;[BCEL-121] Calculation in LocalVariableTable.getLocalVariable is incorrect;Fixed;Closed;Apache Commons Developers;1206714630000;1666870405000;Bug;[patch.txt];[];[The calculation in LocalVariableTable.getLocalVariable is incorrect: public final LocalVariable getLocalVariable( int index, int pc ) { for (int i = 0. i < local_variable_table_length. i++) { if (local_variable_table[i].getIndex() == index) { int start_pc = local_variable_table[i].getStartPC(). int end_pc = start_pc + local_variable_table[i].getLength(). if ((pc >= start_pc) && (pc < end_pc)) { return local_variable_table[i]. } } } return null. } From the VM spec: "The given local variable must have a value at indices into the code array in the interval [start_pc, start_pc+length], that is, between start_pc and start_pc+length inclusive. The value of start_pc must be a valid index into the code array of this Code attribute and must be the index of the opcode of an instruction. Either the value of start_pc+length must be a valid index into the code array of this Code attribute and be the index of the opcode of an instruction, or it must be the first index beyond the end of that code array." The check should be pc <= end_pc, not pc < end_pc. This problem exists both in HEAD and in older versions. I've attached a patch.];[Attachment patch.txt has been added with description: Patch to fix bug Patch applied. Thanks!];
BCEL-122;[BCEL-122] ArrayIndexOutOfBoundsException thrown from TABLESWITCH.initFromFile;Fixed;Closed;Apache Commons Developers;1209128434000;1263130071000;Bug;[patch];[];[BCEL throws the ArrayIndexOutOfBoundsException when trying to construct a new org.apache.bcel.generic.MethodGen on a method containing the bytes compiled from the following code: switch { case Integer.MAX_VALUE: break. default: b = true. } The method that does not handle this corner case correctly is org.apache.bcel.generic.TABLESWITCH.initFromFile(ByteSequence, boolean).];[Attachment patch has been added with description: Proposed patch Could you please provide the exception or describe the corner case. It's not exactly obvious why your patch fixes this problem. Sorry about that, I was in a bit of a rush. The corner case is if the low and high values (signed ints) are the same and their value is 0x7fffffff (Integer.MAX_VALUE). This occurs only if there is one case (aside from the default) in the switch and it happens to be MAX_VALUE. Here's the code in BCEL that causes the problem: for (int i = low. i <= high. i++) { match[i - low] = i. //ArrayIndexOutOfBoundsException thrown here } The loop boundaries are the problem. 'i' is initialized to MAX_VALUE, then match[0] is set correctly to MAX_VALUE, i is incremented causing overflow, since i is still <= MAX_VALUE the loop continues. Then on the next time through the loop (i - low) == (0x80000000 - 0x7fffffff) == 1, but match[1] is invalid because it was initialized to have only 1 element by "match_length = high - low + 1" and "match = new int[match_length]". As you can see, my patch resolves this corner case and has the added benefit of eliminating an extra for loop. By the way, the actual exception that finally bubbles up isn't too helpful because the ArrayIndexOutOfBoundsException gets converted into a ClassGenException without having the whole ArrayIndexOutOfBoundsException wrapped. Anyway, for the sake of being complete, it looks like this: org.apache.bcel.generic.ClassGenException: java.lang.ArrayIndexOutOfBoundsException: 1 at org.apache.bcel.generic.Instruction.readInstruction(Instruction.java:177) at org.apache.bcel.generic.InstructionList.<init>(InstructionList.java:167) at org.apache.bcel.generic.MethodGen.<init>(MethodGen.java:164) at ... Fixed. Thx.];
